,focal_pid,pubt,journal,Q,IF,citations
1010,20858227,2010,proteome science,Q3,2.1,8
1011,20659346,2010,proteome science,Q3,2.1,6
1012,20205888,2010,proteome science,Q3,2.1,15
1013,21078152,2010,proteome science,Q3,2.1,5
1014,20961402,2010,proteome science,Q3,2.1,4
1015,20181132,2010,proteome science,Q3,2.1,4
1016,20546617,2010,proteome science,Q3,2.1,29
1017,20199679,2010,proteome science,Q3,2.1,16
1018,20388209,2010,proteome science,Q3,2.1,74
1019,20205825,2010,proteome science,Q3,2.1,12
1020,20626881,2010,proteome science,Q3,2.1,13
1021,20187967,2010,proteome science,Q3,2.1,18
1022,20298559,2010,proteome science,Q3,2.1,23
1023,20579342,2010,proteome science,Q3,2.1,21
1024,21162737,2010,proteome science,Q3,2.1,18
1025,20334645,2010,proteome science,Q3,2.1,5
1026,20636975,2010,fems microbiology letters,Q3,2.2,27
1027,21054501,2010,fems microbiology letters,Q3,2.2,6
1028,20722741,2010,fems microbiology letters,Q3,2.2,12
1029,20030727,2010,fems microbiology letters,Q3,2.2,7
1030,20146746,2010,fems microbiology letters,Q3,2.2,6
1031,20070371,2010,fems microbiology letters,Q3,2.2,2
1032,20402783,2010,fems microbiology letters,Q3,2.2,7
1033,20455952,2010,fems microbiology letters,Q3,2.2,15
1034,20529132,2010,fems microbiology letters,Q3,2.2,7
1035,20722740,2010,fems microbiology letters,Q3,2.2,23
1036,20695897,2010,fems microbiology letters,Q3,2.2,22
1037,20707816,2010,fems microbiology letters,Q3,2.2,1
1038,21039781,2010,fems microbiology letters,Q3,2.2,18
1039,20528944,2010,fems microbiology letters,Q3,2.2,25
1040,20002748,2010,fems microbiology letters,Q3,2.2,8
1041,20141531,2010,fems microbiology letters,Q3,2.2,1
1042,20199577,2010,fems microbiology letters,Q3,2.2,7
1043,20955198,2010,fems microbiology letters,Q3,2.2,4
1044,20412303,2010,fems microbiology letters,Q3,2.2,186
1045,20002193,2010,fems microbiology letters,Q3,2.2,4
1046,19903201,2010,fems microbiology letters,Q3,2.2,5
1047,20030723,2010,fems microbiology letters,Q3,2.2,12
1048,20597986,2010,fems microbiology letters,Q3,2.2,21
1049,20146748,2010,fems microbiology letters,Q3,2.2,44
1050,20455946,2010,fems microbiology letters,Q3,2.2,3
1051,20407282,2010,neuroimmunomodulation,Q3,2.2,6
1052,20516717,2010,neuroimmunomodulation,Q3,2.2,2
1053,19816056,2010,neuroimmunomodulation,Q3,2.2,44
1054,19923854,2010,neuroimmunomodulation,Q3,2.2,8
1055,20407281,2010,neuroimmunomodulation,Q3,2.2,1
1056,20203534,2010,neuroimmunomodulation,Q3,2.2,14
1057,20203530,2010,neuroimmunomodulation,Q3,2.2,43
1058,20134196,2010,neuroimmunomodulation,Q3,2.2,3
1059,19923859,2010,neuroimmunomodulation,Q3,2.2,0
1060,20516716,2010,neuroimmunomodulation,Q3,2.2,3
1061,20203532,2010,neuroimmunomodulation,Q3,2.2,7
1062,20134207,2010,neuroimmunomodulation,Q3,2.2,6
1063,19816055,2010,neuroimmunomodulation,Q3,2.2,22
1064,20134192,2010,neuroimmunomodulation,Q3,2.2,5
1065,20134189,2010,neuroimmunomodulation,Q3,2.2,8
1066,19816052,2010,neuroimmunomodulation,Q3,2.2,34
1067,20516718,2010,neuroimmunomodulation,Q3,2.2,0
1068,19816054,2010,neuroimmunomodulation,Q3,2.2,4
1069,19923851,2010,neuroimmunomodulation,Q3,2.2,9
1070,20134187,2010,neuroimmunomodulation,Q3,2.2,8
1071,19816053,2010,neuroimmunomodulation,Q3,2.2,19
1072,20203529,2010,neuroimmunomodulation,Q3,2.2,9
1073,20134194,2010,neuroimmunomodulation,Q3,2.2,4
1074,20134203,2010,neuroimmunomodulation,Q3,2.2,66
1075,20514997,2010,perception,Q3,1.6,38
1076,20465168,2010,perception,Q3,1.6,12
1077,21313943,2010,perception,Q3,1.6,0
1078,20402240,2010,perception,Q3,1.6,15
1079,21125952,2010,perception,Q3,1.6,4
1080,20698478,2010,perception,Q3,1.6,6
1081,20465176,2010,perception,Q3,1.6,10
1082,20842968,2010,perception,Q3,1.6,3
1083,20677704,2010,perception,Q3,1.6,1
1084,21125950,2010,perception,Q3,1.6,1
1085,20677697,2010,perception,Q3,1.6,2
1086,20842967,2010,perception,Q3,1.6,2
1087,21313951,2010,perception,Q3,1.6,6
1088,20465177,2010,perception,Q3,1.6,7
1089,20301852,2010,perception,Q3,1.6,1
1090,21425699,2010,perception,Q3,1.6,0
1091,20942363,2010,perception,Q3,1.6,7
1092,20677706,2010,perception,Q3,1.6,4
1093,20514998,2010,perception,Q3,1.6,3
1094,20842973,2010,perception,Q3,1.6,2
1095,20677703,2010,perception,Q3,1.6,7
1096,20301846,2010,perception,Q3,1.6,39
1097,21330981,2010,journal of applied clinical medical physics,Q3,2.0,4
1098,20592691,2010,journal of applied clinical medical physics,Q3,2.0,0
1099,20717096,2010,journal of applied clinical medical physics,Q3,2.0,8
1100,21330976,2010,journal of applied clinical medical physics,Q3,2.0,3
1101,20592702,2010,journal of applied clinical medical physics,Q3,2.0,19
1102,21081873,2010,journal of applied clinical medical physics,Q3,2.0,15
1103,20717080,2010,journal of applied clinical medical physics,Q3,2.0,7
1104,20717094,2010,journal of applied clinical medical physics,Q3,2.0,2
1105,20160688,2010,journal of applied clinical medical physics,Q3,2.0,15
1106,21330987,2010,journal of applied clinical medical physics,Q3,2.0,16
1107,21330980,2010,journal of applied clinical medical physics,Q3,2.0,1
1108,20592694,2010,journal of applied clinical medical physics,Q3,2.0,2
1109,20160698,2010,journal of applied clinical medical physics,Q3,2.0,9
1110,20717092,2010,journal of applied clinical medical physics,Q3,2.0,1
1111,20592689,2010,journal of applied clinical medical physics,Q3,2.0,5
1112,20592696,2010,journal of applied clinical medical physics,Q3,2.0,7
1113,21081870,2010,journal of applied clinical medical physics,Q3,2.0,4
1114,21330971,2010,journal of applied clinical medical physics,Q3,2.0,10
1115,21081887,2010,journal of applied clinical medical physics,Q3,2.0,4
1116,21081885,2010,journal of applied clinical medical physics,Q3,2.0,0
1117,21330989,2010,journal of applied clinical medical physics,Q3,2.0,6
1118,20717086,2010,journal of applied clinical medical physics,Q3,2.0,11
1119,20160699,2010,journal of applied clinical medical physics,Q3,2.0,17
1120,20160691,2010,journal of applied clinical medical physics,Q3,2.0,8
1121,19578914,2010,biomechanics and modeling in mechanobiology,Q3,3.0,7
1122,20155479,2010,biomechanics and modeling in mechanobiology,Q3,3.0,15
1123,20135190,2010,biomechanics and modeling in mechanobiology,Q3,3.0,16
1124,19418080,2010,biomechanics and modeling in mechanobiology,Q3,3.0,3
1125,20309603,2010,biomechanics and modeling in mechanobiology,Q3,3.0,38
1126,20169394,2010,biomechanics and modeling in mechanobiology,Q3,3.0,7
1127,19890668,2010,biomechanics and modeling in mechanobiology,Q3,3.0,12
1128,19418081,2010,biomechanics and modeling in mechanobiology,Q3,3.0,11
1129,20179987,2010,biomechanics and modeling in mechanobiology,Q3,3.0,25
1130,19471979,2010,biomechanics and modeling in mechanobiology,Q3,3.0,19
1131,20039091,2010,biomechanics and modeling in mechanobiology,Q3,3.0,17
1132,19440743,2010,biomechanics and modeling in mechanobiology,Q3,3.0,5
1133,20169395,2010,biomechanics and modeling in mechanobiology,Q3,3.0,18
1134,20069442,2010,biomechanics and modeling in mechanobiology,Q3,3.0,6
1135,19865840,2010,biomechanics and modeling in mechanobiology,Q3,3.0,14
1136,20238138,2010,biomechanics and modeling in mechanobiology,Q3,3.0,35
1137,20372959,2010,biomechanics and modeling in mechanobiology,Q3,3.0,3
1138,20238139,2010,biomechanics and modeling in mechanobiology,Q3,3.0,7
1139,19568778,2010,biomechanics and modeling in mechanobiology,Q3,3.0,6
1140,19644718,2010,biomechanics and modeling in mechanobiology,Q3,3.0,15
1141,19680702,2010,biomechanics and modeling in mechanobiology,Q3,3.0,5
1142,20066462,2010,biomechanics and modeling in mechanobiology,Q3,3.0,7
1143,19582492,2010,biomechanics and modeling in mechanobiology,Q3,3.0,7
1144,20229248,2010,biomechanics and modeling in mechanobiology,Q3,3.0,7
1145,20224897,2010,biomechanics and modeling in mechanobiology,Q3,3.0,13
1146,19708067,2010,environmental and molecular mutagenesis,Q3,2.3,24
1147,20658644,2010,environmental and molecular mutagenesis,Q3,2.3,18
1148,19753638,2010,environmental and molecular mutagenesis,Q3,2.3,8
1149,20577992,2010,environmental and molecular mutagenesis,Q3,2.3,24
1150,20213840,2010,environmental and molecular mutagenesis,Q3,2.3,2
1151,19708068,2010,environmental and molecular mutagenesis,Q3,2.3,16
1152,20175117,2010,environmental and molecular mutagenesis,Q3,2.3,29
1153,19593803,2010,environmental and molecular mutagenesis,Q3,2.3,7
1154,20658646,2010,environmental and molecular mutagenesis,Q3,2.3,17
1155,20120016,2010,environmental and molecular mutagenesis,Q3,2.3,14
1156,19634154,2010,environmental and molecular mutagenesis,Q3,2.3,12
1157,19551812,2010,environmental and molecular mutagenesis,Q3,2.3,21
1158,20740639,2010,environmental and molecular mutagenesis,Q3,2.3,0
1159,19642212,2010,environmental and molecular mutagenesis,Q3,2.3,6
1160,20544881,2010,environmental and molecular mutagenesis,Q3,2.3,89
1161,20544878,2010,environmental and molecular mutagenesis,Q3,2.3,17
1162,20544884,2010,environmental and molecular mutagenesis,Q3,2.3,265
1163,19844954,2010,environmental and molecular mutagenesis,Q3,2.3,1
1164,20740647,2010,environmental and molecular mutagenesis,Q3,2.3,2
1165,19658152,2010,environmental and molecular mutagenesis,Q3,2.3,6
1166,20872853,2010,environmental and molecular mutagenesis,Q3,2.3,12
1167,20872848,2010,environmental and molecular mutagenesis,Q3,2.3,5
1168,20209624,2010,environmental and molecular mutagenesis,Q3,2.3,20
1169,20973206,2010,ginekologia polska,Q3,1.2,3
1170,20486545,2010,ginekologia polska,Q3,1.2,1
1171,20873124,2010,ginekologia polska,Q3,1.2,0
1172,20232698,2010,ginekologia polska,Q3,1.2,0
1173,21365898,2010,ginekologia polska,Q3,1.2,1
1174,20973207,2010,ginekologia polska,Q3,1.2,0
1175,20825056,2010,ginekologia polska,Q3,1.2,0
1176,20232709,2010,ginekologia polska,Q3,1.2,1
1177,20568523,2010,ginekologia polska,Q3,1.2,3
1178,21117300,2010,ginekologia polska,Q3,1.2,0
1179,20568521,2010,ginekologia polska,Q3,1.2,0
1180,20232701,2010,ginekologia polska,Q3,1.2,0
1181,20968176,2010,ginekologia polska,Q3,1.2,0
1182,20568519,2010,ginekologia polska,Q3,1.2,3
1183,21117308,2010,ginekologia polska,Q3,1.2,0
1184,20873125,2010,ginekologia polska,Q3,1.2,2
1185,20476596,2010,ginekologia polska,Q3,1.2,1
1186,20695193,2010,ginekologia polska,Q3,1.2,0
1187,21365896,2010,ginekologia polska,Q3,1.2,0
1188,21365902,2010,ginekologia polska,Q3,1.2,2
1189,21114096,2010,ginekologia polska,Q3,1.2,0
1190,20476602,2010,ginekologia polska,Q3,1.2,0
1191,20486547,2010,ginekologia polska,Q3,1.2,1
1192,19909753,2010,hormones and behavior,Q3,2.5,5
1193,20600048,2010,hormones and behavior,Q3,2.5,29
1194,20406643,2010,hormones and behavior,Q3,2.5,7
1195,19914254,2010,hormones and behavior,Q3,2.5,23
1196,19804778,2010,hormones and behavior,Q3,2.5,16
1197,20298695,2010,hormones and behavior,Q3,2.5,20
1198,20430027,2010,hormones and behavior,Q3,2.5,32
1199,20100487,2010,hormones and behavior,Q3,2.5,21
1200,19968991,2010,hormones and behavior,Q3,2.5,4
1201,20307541,2010,hormones and behavior,Q3,2.5,11
1202,20471386,2010,hormones and behavior,Q3,2.5,24
1203,20816841,2010,hormones and behavior,Q3,2.5,110
1204,19422828,2010,hormones and behavior,Q3,2.5,41
1205,19854195,2010,hormones and behavior,Q3,2.5,69
1206,20079740,2010,hormones and behavior,Q3,2.5,18
1207,20362577,2010,hormones and behavior,Q3,2.5,10
1208,20156441,2010,hormones and behavior,Q3,2.5,8
1209,20350549,2010,hormones and behavior,Q3,2.5,70
1210,20427019,2010,hormones and behavior,Q3,2.5,10
1211,19538961,2010,hormones and behavior,Q3,2.5,29
1212,20362578,2010,hormones and behavior,Q3,2.5,17
1213,20736013,2010,hormones and behavior,Q3,2.5,8
1214,19804780,2010,hormones and behavior,Q3,2.5,12
1215,19786031,2010,hormones and behavior,Q3,2.5,61
1216,20447047,2010,artificial organs,Q3,2.2,2
1217,20420593,2010,artificial organs,Q3,2.2,4
1218,20420588,2010,artificial organs,Q3,2.2,1
1219,20653650,2010,artificial organs,Q3,2.2,4
1220,20633159,2010,artificial organs,Q3,2.2,3
1221,19821814,2010,artificial organs,Q3,2.2,1
1222,20545662,2010,artificial organs,Q3,2.2,29
1223,20698842,2010,artificial organs,Q3,2.2,22
1224,20883395,2010,artificial organs,Q3,2.2,1
1225,20447045,2010,artificial organs,Q3,2.2,72
1226,20618222,2010,artificial organs,Q3,2.2,20
1227,21092032,2010,artificial organs,Q3,2.2,6
1228,19821815,2010,artificial organs,Q3,2.2,4
1229,20633150,2010,artificial organs,Q3,2.2,2
1230,20497162,2010,artificial organs,Q3,2.2,7
1231,20528849,2010,artificial organs,Q3,2.2,21
1232,20420617,2010,artificial organs,Q3,2.2,7
1233,20420614,2010,artificial organs,Q3,2.2,7
1234,20545670,2010,artificial organs,Q3,2.2,3
1235,20420612,2010,artificial organs,Q3,2.2,2
1236,19995359,2010,artificial organs,Q3,2.2,3
1237,20547756,2010,molecular and cellular biology,Q3,3.2,77
1238,20194623,2010,molecular and cellular biology,Q3,3.2,45
1239,20457808,2010,molecular and cellular biology,Q3,3.2,116
1240,20439492,2010,molecular and cellular biology,Q3,3.2,34
1241,20937773,2010,molecular and cellular biology,Q3,3.2,60
1242,20647543,2010,molecular and cellular biology,Q3,3.2,23
1243,20937770,2010,molecular and cellular biology,Q3,3.2,28
1244,20855525,2010,molecular and cellular biology,Q3,3.2,29
1245,19995904,2010,molecular and cellular biology,Q3,3.2,66
1246,20308325,2010,molecular and cellular biology,Q3,3.2,37
1247,20176812,2010,molecular and cellular biology,Q3,3.2,14
1248,20516210,2010,molecular and cellular biology,Q3,3.2,32
1249,19933841,2010,molecular and cellular biology,Q3,3.2,81
1250,20065038,2010,molecular and cellular biology,Q3,3.2,92
1251,20065040,2010,molecular and cellular biology,Q3,3.2,24
1252,20855531,2010,molecular and cellular biology,Q3,3.2,17
1253,20498278,2010,molecular and cellular biology,Q3,3.2,24
1254,20351171,2010,molecular and cellular biology,Q3,3.2,90
1255,20516217,2010,molecular and cellular biology,Q3,3.2,55
1256,19917725,2010,molecular and cellular biology,Q3,3.2,49
1257,19822657,2010,molecular and cellular biology,Q3,3.2,24
1258,20351180,2010,molecular and cellular biology,Q3,3.2,25
1259,20479123,2010,molecular and cellular biology,Q3,3.2,180
1260,20805358,2010,molecular and cellular biology,Q3,3.2,18
1261,20606011,2010,molecular and cellular biology,Q3,3.2,11
1262,20148261,2010,brain structure & function,Q3,2.7,2
1263,20652310,2010,brain structure & function,Q3,2.7,2
1264,20237799,2010,brain structure & function,Q3,2.7,0
1265,20012092,2010,brain structure & function,Q3,2.7,35
1266,20512374,2010,brain structure & function,Q3,2.7,82
1267,20512369,2010,brain structure & function,Q3,2.7,77
1268,20938680,2010,brain structure & function,Q3,2.7,8
1269,20512380,2010,brain structure & function,Q3,2.7,76
1270,20512371,2010,brain structure & function,Q3,2.7,200
1271,20503057,2010,brain structure & function,Q3,2.7,22
1272,20213270,2010,brain structure & function,Q3,2.7,61
1273,20734063,2010,brain structure & function,Q3,2.7,7
1274,19888600,2010,brain structure & function,Q3,2.7,42
1275,20878181,2010,brain structure & function,Q3,2.7,10
1276,20512375,2010,brain structure & function,Q3,2.7,80
1277,20127356,2010,brain structure & function,Q3,2.7,4
1278,20512367,2010,brain structure & function,Q3,2.7,269
1279,20512377,2010,brain structure & function,Q3,2.7,145
1280,19779737,2010,brain structure & function,Q3,2.7,28
1281,20853181,2010,brain structure & function,Q3,2.7,7
1282,20512361,2010,brain structure & function,Q3,2.7,11
1283,20512378,2010,brain structure & function,Q3,2.7,82
1284,20512370,2010,brain structure & function,Q3,2.7,2426
1285,20127357,2010,brain structure & function,Q3,2.7,54
1286,20598706,2010,journal of experimental child psychology,Q3,1.8,5
1287,20015514,2010,journal of experimental child psychology,Q3,1.8,6
1288,20153481,2010,journal of experimental child psychology,Q3,1.8,18
1289,20627258,2010,journal of experimental child psychology,Q3,1.8,34
1290,20163806,2010,journal of experimental child psychology,Q3,1.8,22
1291,20547393,2010,journal of experimental child psychology,Q3,1.8,27
1292,20643417,2010,journal of experimental child psychology,Q3,1.8,21
1293,19969304,2010,journal of experimental child psychology,Q3,1.8,5
1294,19800633,2010,journal of experimental child psychology,Q3,1.8,10
1295,20042196,2010,journal of experimental child psychology,Q3,1.8,26
1296,20493498,2010,journal of experimental child psychology,Q3,1.8,7
1297,20089259,2010,journal of experimental child psychology,Q3,1.8,8
1298,19875129,2010,journal of experimental child psychology,Q3,1.8,7
1299,20307891,2010,journal of experimental child psychology,Q3,1.8,9
1300,19906386,2010,journal of experimental child psychology,Q3,1.8,21
1301,20643266,2010,journal of experimental child psychology,Q3,1.8,14
1302,20211473,2010,journal of experimental child psychology,Q3,1.8,6
1303,20659735,2010,journal of experimental child psychology,Q3,1.8,2
1304,20576275,2010,journal of experimental child psychology,Q3,1.8,20
1305,20570282,2010,journal of experimental child psychology,Q3,1.8,26
1306,20417937,2010,journal of experimental child psychology,Q3,1.8,4
1307,20673579,2010,journal of experimental child psychology,Q3,1.8,8
1308,20004909,2010,journal of experimental child psychology,Q3,1.8,12
1309,20598705,2010,journal of experimental child psychology,Q3,1.8,33
1310,20694423,2010,revista latino-americana de enfermagem,Q3,1.5,0
1311,21340278,2010,revista latino-americana de enfermagem,Q3,1.5,1
1312,20922332,2010,revista latino-americana de enfermagem,Q3,1.5,5
1313,20549123,2010,revista latino-americana de enfermagem,Q3,1.5,2
1314,20549119,2010,revista latino-americana de enfermagem,Q3,1.5,0
1315,20694437,2010,revista latino-americana de enfermagem,Q3,1.5,1
1316,21340277,2010,revista latino-americana de enfermagem,Q3,1.5,1
1317,20721429,2010,revista latino-americana de enfermagem,Q3,1.5,1
1318,21120425,2010,revista latino-americana de enfermagem,Q3,1.5,0
1319,21340271,2010,revista latino-americana de enfermagem,Q3,1.5,10
1320,20694427,2010,revista latino-americana de enfermagem,Q3,1.5,1
1321,20694425,2010,revista latino-americana de enfermagem,Q3,1.5,3
1322,20549120,2010,revista latino-americana de enfermagem,Q3,1.5,1
1323,21340267,2010,revista latino-americana de enfermagem,Q3,1.5,1
1324,20922315,2010,revista latino-americana de enfermagem,Q3,1.5,3
1325,20549125,2010,revista latino-americana de enfermagem,Q3,1.5,10
1326,21340281,2010,revista latino-americana de enfermagem,Q3,1.5,1
1327,20694422,2010,revista latino-americana de enfermagem,Q3,1.5,0
1328,20721430,2010,revista latino-americana de enfermagem,Q3,1.5,2
1329,20428690,2010,revista latino-americana de enfermagem,Q3,1.5,7
1330,20721420,2010,revista latino-americana de enfermagem,Q3,1.5,2
1331,20428694,2010,revista latino-americana de enfermagem,Q3,1.5,5
1332,21120420,2010,revista latino-americana de enfermagem,Q3,1.5,0
1333,19941034,2010,biotechnology letters,Q3,2.0,0
1334,20140635,2010,biotechnology letters,Q3,2.0,9
1335,20574833,2010,biotechnology letters,Q3,2.0,0
1336,20013301,2010,biotechnology letters,Q3,2.0,2
1337,20734111,2010,biotechnology letters,Q3,2.0,10
1338,20809285,2010,biotechnology letters,Q3,2.0,7
1339,20213529,2010,biotechnology letters,Q3,2.0,0
1340,20703803,2010,biotechnology letters,Q3,2.0,0
1341,20623316,2010,biotechnology letters,Q3,2.0,8
1342,19941035,2010,biotechnology letters,Q3,2.0,9
1343,20464451,2010,biotechnology letters,Q3,2.0,15
1344,20809286,2010,biotechnology letters,Q3,2.0,8
1345,20229065,2010,biotechnology letters,Q3,2.0,10
1346,20131082,2010,biotechnology letters,Q3,2.0,12
1347,20349111,2010,biotechnology letters,Q3,2.0,1
1348,20652622,2010,biotechnology letters,Q3,2.0,3
1349,19728109,2010,biotechnology letters,Q3,2.0,4
1350,20574835,2010,biotechnology letters,Q3,2.0,8
1351,20013299,2010,biotechnology letters,Q3,2.0,22
1352,20047067,2010,biotechnology letters,Q3,2.0,38
1353,19841868,2010,biotechnology letters,Q3,2.0,4
1354,19821076,2010,biotechnology letters,Q3,2.0,3
1355,20229064,2010,biotechnology letters,Q3,2.0,6
1356,20809284,2010,biotechnology letters,Q3,2.0,6
1357,20383736,2010,biotechnology letters,Q3,2.0,8
1358,19962266,2010,domestic animal endocrinology,Q3,1.9,29
1359,20434866,2010,domestic animal endocrinology,Q3,1.9,5
1360,20688460,2010,domestic animal endocrinology,Q3,1.9,1
1361,19733998,2010,domestic animal endocrinology,Q3,1.9,6
1362,19782502,2010,domestic animal endocrinology,Q3,1.9,12
1363,20097510,2010,domestic animal endocrinology,Q3,1.9,2
1364,20688461,2010,domestic animal endocrinology,Q3,1.9,2
1365,20036483,2010,domestic animal endocrinology,Q3,1.9,3
1366,20603027,2010,domestic animal endocrinology,Q3,1.9,1
1367,20688462,2010,domestic animal endocrinology,Q3,1.9,3
1368,19962267,2010,domestic animal endocrinology,Q3,1.9,1
1369,20580523,2010,domestic animal endocrinology,Q3,1.9,2
1370,19733031,2010,domestic animal endocrinology,Q3,1.9,5
1371,20172684,2010,domestic animal endocrinology,Q3,1.9,3
1372,20022446,2010,domestic animal endocrinology,Q3,1.9,5
1373,20920780,2010,domestic animal endocrinology,Q3,1.9,15
1374,20399061,2010,domestic animal endocrinology,Q3,1.9,2
1375,19879712,2010,domestic animal endocrinology,Q3,1.9,13
1376,20920783,2010,domestic animal endocrinology,Q3,1.9,12
1377,20399064,2010,domestic animal endocrinology,Q3,1.9,6
1378,19733462,2010,domestic animal endocrinology,Q3,1.9,6
1379,20022445,2010,domestic animal endocrinology,Q3,1.9,16
1380,20920782,2010,domestic animal endocrinology,Q3,1.9,6
1381,20399066,2010,domestic animal endocrinology,Q3,1.9,5
1382,20399065,2010,domestic animal endocrinology,Q3,1.9,19
1383,20066619,2010,turkish neurosurgery,Q3,0.9,4
1384,20401839,2010,turkish neurosurgery,Q3,0.9,11
1385,20066624,2010,turkish neurosurgery,Q3,0.9,1
1386,20401854,2010,turkish neurosurgery,Q3,0.9,5
1387,20963698,2010,turkish neurosurgery,Q3,0.9,5
1388,20401848,2010,turkish neurosurgery,Q3,0.9,12
1389,20669120,2010,turkish neurosurgery,Q3,0.9,2
1390,20401843,2010,turkish neurosurgery,Q3,0.9,16
1391,20669107,2010,turkish neurosurgery,Q3,0.9,7
1392,20669099,2010,turkish neurosurgery,Q3,0.9,17
1393,20066630,2010,turkish neurosurgery,Q3,0.9,7
1394,20066625,2010,turkish neurosurgery,Q3,0.9,0
1395,20401837,2010,turkish neurosurgery,Q3,0.9,4
1396,20963690,2010,turkish neurosurgery,Q3,0.9,3
1397,20401857,2010,turkish neurosurgery,Q3,0.9,2
1398,20401856,2010,turkish neurosurgery,Q3,0.9,6
1399,20066614,2010,turkish neurosurgery,Q3,0.9,19
1400,20963703,2010,turkish neurosurgery,Q3,0.9,10
1401,20401851,2010,turkish neurosurgery,Q3,0.9,3
1402,20066616,2010,turkish neurosurgery,Q3,0.9,2
1403,20401858,2010,turkish neurosurgery,Q3,0.9,1
1404,20963704,2010,turkish neurosurgery,Q3,0.9,4
1405,20401845,2010,turkish neurosurgery,Q3,0.9,0
1406,19669938,2010,cell stress & chaperones,Q3,3.3,4
1407,19904630,2010,cell stress & chaperones,Q3,3.3,28
1408,20358320,2010,cell stress & chaperones,Q3,3.3,13
1409,19579057,2010,cell stress & chaperones,Q3,3.3,15
1410,20091146,2010,cell stress & chaperones,Q3,3.3,5
1411,19578980,2010,cell stress & chaperones,Q3,3.3,20
1412,19943197,2010,cell stress & chaperones,Q3,3.3,20
1413,20221720,2010,cell stress & chaperones,Q3,3.3,14
1414,20169475,2010,cell stress & chaperones,Q3,3.3,35
1415,19657725,2010,cell stress & chaperones,Q3,3.3,3
1416,20607471,2010,cell stress & chaperones,Q3,3.3,8
1417,19949909,2010,cell stress & chaperones,Q3,3.3,60
1418,19838833,2010,cell stress & chaperones,Q3,3.3,6
1419,20428984,2010,cell stress & chaperones,Q3,3.3,43
1420,20405260,2010,cell stress & chaperones,Q3,3.3,6
1421,20401744,2010,cell stress & chaperones,Q3,3.3,6
1422,20461564,2010,cell stress & chaperones,Q3,3.3,13
1423,19856132,2010,cell stress & chaperones,Q3,3.3,21
1424,19415527,2010,cell stress & chaperones,Q3,3.3,8
1425,19568960,2010,cell stress & chaperones,Q3,3.3,30
1426,20524162,2010,cell stress & chaperones,Q3,3.3,42
1427,19777375,2010,cell stress & chaperones,Q3,3.3,6
1428,19953352,2010,cell stress & chaperones,Q3,3.3,15
1429,20182834,2010,cell stress & chaperones,Q3,3.3,25
1430,20012387,2010,cell stress & chaperones,Q3,3.3,9
1431,20655594,2010,international journal of law and psychiatry,Q3,1.4,3
1432,20667593,2010,international journal of law and psychiatry,Q3,1.4,3
1433,20655595,2010,international journal of law and psychiatry,Q3,1.4,2
1434,21030089,2010,international journal of law and psychiatry,Q3,1.4,3
1435,21062667,2010,international journal of law and psychiatry,Q3,1.4,1
1436,20434774,2010,international journal of law and psychiatry,Q3,1.4,3
1437,20875685,2010,international journal of law and psychiatry,Q3,1.4,9
1438,20889208,2010,international journal of law and psychiatry,Q3,1.4,0
1439,20923717,2010,international journal of law and psychiatry,Q3,1.4,3
1440,20952067,2010,international journal of law and psychiatry,Q3,1.4,1
1441,19922999,2010,international journal of law and psychiatry,Q3,1.4,7
1442,20638726,2010,international journal of law and psychiatry,Q3,1.4,0
1443,20884050,2010,international journal of law and psychiatry,Q3,1.4,2
1444,20413158,2010,international journal of law and psychiatry,Q3,1.4,1
1445,20381866,2010,international journal of law and psychiatry,Q3,1.4,2
1446,20416950,2010,international journal of law and psychiatry,Q3,1.4,1
1447,20947166,2010,international journal of law and psychiatry,Q3,1.4,0
1448,20659768,2010,international journal of law and psychiatry,Q3,1.4,9
1449,19897248,2010,international journal of law and psychiatry,Q3,1.4,0
1450,20888044,2010,international journal of law and psychiatry,Q3,1.4,0
1451,20080303,2010,international journal of law and psychiatry,Q3,1.4,10
1452,20663560,2010,international journal of law and psychiatry,Q3,1.4,5
1453,19900708,2010,international journal of law and psychiatry,Q3,1.4,1
1454,20932578,2010,international journal of law and psychiatry,Q3,1.4,0
1455,20932579,2010,international journal of law and psychiatry,Q3,1.4,0
1456,20652414,2010,biomedical microdevices,Q3,3.0,3
1457,19809878,2010,biomedical microdevices,Q3,3.0,5
1458,20632111,2010,biomedical microdevices,Q3,3.0,22
1459,19757069,2010,biomedical microdevices,Q3,3.0,2
1460,19859812,2010,biomedical microdevices,Q3,3.0,2
1461,20532636,2010,biomedical microdevices,Q3,3.0,3
1462,20054654,2010,biomedical microdevices,Q3,3.0,0
1463,19052876,2010,biomedical microdevices,Q3,3.0,2
1464,20559876,2010,biomedical microdevices,Q3,3.0,2
1465,20668947,2010,biomedical microdevices,Q3,3.0,6
1466,20694518,2010,biomedical microdevices,Q3,3.0,5
1467,20665114,2010,biomedical microdevices,Q3,3.0,25
1468,19946751,2010,biomedical microdevices,Q3,3.0,2
1469,19936931,2010,biomedical microdevices,Q3,3.0,3
1470,20204702,2010,biomedical microdevices,Q3,3.0,2
1471,19169827,2010,biomedical microdevices,Q3,3.0,3
1472,20077018,2010,biomedical microdevices,Q3,3.0,8
1473,20049640,2010,biomedical microdevices,Q3,3.0,12
1474,20700656,2010,biomedical microdevices,Q3,3.0,3
1475,20464499,2010,biomedical microdevices,Q3,3.0,3
